n,delta_n,cumulative_gap,predictor,deployment
105,0.00039060298194125865,0.5315781022115097,"Single Beta(3,6)","Beta(5,5)"
106,0.00038386938426373103,0.5319619715957734,"Single Beta(3,6)","Beta(5,5)"
107,0.00037730844638152183,0.5323392800421549,"Single Beta(3,6)","Beta(5,5)"
108,0.0003709143144499525,0.5327101943566048,"Single Beta(3,6)","Beta(5,5)"
109,0.0003646813806580219,0.5330748757372629,"Single Beta(3,6)","Beta(5,5)"
110,0.00035860427092144505,0.5334334800081844,"Single Beta(3,6)","Beta(5,5)"
111,0.0003526778332882092,0.5337861578414725,"Single Beta(3,6)","Beta(5,5)"
112,0.00034689712700957764,0.5341330549684821,"Single Beta(3,6)","Beta(5,5)"
113,0.000341257412233358,0.5344743123807154,"Single Beta(3,6)","Beta(5,5)"
114,0.0003357541402795413,0.5348100665209949,"Single Beta(3,6)","Beta(5,5)"
115,0.00033038294446052665,0.5351404494654555,"Single Beta(3,6)","Beta(5,5)"
116,0.0003251396314117097,0.5354655890968671,"Single Beta(3,6)","Beta(5,5)"
117,0.0003200201729000303,0.5357856092697671,"Single Beta(3,6)","Beta(5,5)"
118,0.000315020698080805,0.5361006299678479,"Single Beta(3,6)","Beta(5,5)"
119,0.0003101374861748662,0.5364107674540227,"Single Beta(3,6)","Beta(5,5)"
120,0.00030536695954025303,0.5367161344135629,"Single Beta(3,6)","Beta(5,5)"
121,0.000300705677114059,0.537016840090677,"Single Beta(3,6)","Beta(5,5)"
122,0.00029615032820253195,0.5373129904188795,"Single Beta(3,6)","Beta(5,5)"
123,0.00029169772659800355,0.5376046881454775,"Single Beta(3,6)","Beta(5,5)"
124,0.0002873448050028843,0.5378920329504804,"Single Beta(3,6)","Beta(5,5)"
125,0.0002830886097436739,0.5381751215602241,"Single Beta(3,6)","Beta(5,5)"
126,0.00027892629575661894,0.5384540478559807,"Single Beta(3,6)","Beta(5,5)"
127,0.0002748551218295951,0.5387289029778103,"Single Beta(3,6)","Beta(5,5)"
0,0.003966307362852542,0.003966307362852542,Broad mixture,"Beta(5,5)"
1,0.012712393999008214,0.016678701361860754,Broad mixture,"Beta(5,5)"
2,0.014836230290453188,0.03151493165231394,Broad mixture,"Beta(5,5)"
3,0.014638124820051952,0.046153056472365894,Broad mixture,"Beta(5,5)"
4,0.013674426763596127,0.05982748323596202,Broad mixture,"Beta(5,5)"
5,0.012503185882623762,0.07233066911858578,Broad mixture,"Beta(5,5)"
6,0.011335862068420815,0.0836665311870066,Broad mixture,"Beta(5,5)"
7,0.010251456225011054,0.09391798741201765,Broad mixture,"Beta(5,5)"
8,0.00927427845758733,0.10319226586960498,Broad mixture,"Beta(5,5)"
9,0.00840581140483079,0.11159807727443577,Broad mixture,"Beta(5,5)"
10,0.0076384562075843265,0.1192365334820201,Broad mixture,"Beta(5,5)"
11,0.0069615739342130945,0.1261981074162332,Broad mixture,"Beta(5,5)"
12,0.00636413197999469,0.13256223939622788,Broad mixture,"Beta(5,5)"
13,0.005835809401131185,0.13839804879735906,Broad mixture,"Beta(5,5)"
14,0.005367393218154574,0.14376544201551364,Broad mixture,"Beta(5,5)"
15,0.004950852188232022,0.14871629420374566,Broad mixture,"Beta(5,5)"
16,0.004579270845147102,0.15329556504889277,Broad mixture,"Beta(5,5)"
17,0.004246730588169489,0.15754229563706226,Broad mixture,"Beta(5,5)"
18,0.003948178427639798,0.16149047406470207,Broad mixture,"Beta(5,5)"
19,0.0036793015247172842,0.16516977558941937,Broad mixture,"Beta(5,5)"
20,0.003436414723725003,0.16860619031314436,Broad mixture,"Beta(5,5)"
21,0.003216363036590108,0.17182255334973448,Broad mixture,"Beta(5,5)"
22,0.003016438638389643,0.17483899198812414,Broad mixture,"Beta(5,5)"
23,0.0028343109422936654,0.1776733029304178,Broad mixture,"Beta(5,5)"
24,0.0026679680198601874,0.180341270950278,Broad mixture,"Beta(5,5)"
25,0.002515667652767933,0.18285693860304592,Broad mixture,"Beta(5,5)"
26,0.0023758964598346137,0.18523283506288052,Broad mixture,"Beta(5,5)"
27,0.00224733574679289,0.1874801708096734,Broad mixture,"Beta(5,5)"
28,0.0021288329319534122,0.1896090037416268,Broad mixture,"Beta(5,5)"
29,0.0020193775893190546,0.19162838133094587,Broad mixture,"Beta(5,5)"
30,0.001918081315040433,0.1935464626459863,Broad mixture,"Beta(5,5)"
31,0.00182416076245267,0.19537062340843897,Broad mixture,"Beta(5,5)"
32,0.00173692330715009,0.19710754671558905,Broad mixture,"Beta(5,5)"
33,0.001655754899502904,0.19876330161509195,Broad mixture,"Beta(5,5)"
34,0.0015801097407592303,0.20034341135585118,Broad mixture,"Beta(5,5)"
35,0.0015095014832843064,0.20185291283913548,Broad mixture,"Beta(5,5)"
36,0.0014434957080853045,0.20329640854722078,Broad mixture,"Beta(5,5)"
37,0.00138170347572202,0.2046781120229428,Broad mixture,"Beta(5,5)"
38,0.00132377578179048,0.2060018878047333,Broad mixture,"Beta(5,5)"
39,0.0012693987768718543,0.20727128658160515,Broad mixture,"Beta(5,5)"
40,0.0012182896343604082,0.20848957621596556,Broad mixture,"Beta(5,5)"
41,0.0011701929688964004,0.20965976918486195,Broad mixture,"Beta(5,5)"
42,0.0011248777240242167,0.21078464690888618,Broad mixture,"Beta(5,5)"
43,0.0010821344608063527,0.21186678136969253,Broad mixture,"Beta(5,5)"
44,0.0010417729899663494,0.21290855435965889,Broad mixture,"Beta(5,5)"
45,0.0010036202991251725,0.21391217465878407,Broad mixture,"Beta(5,5)"
46,0.0009675187341661879,0.21487969339295027,Broad mixture,"Beta(5,5)"
47,0.0009333243999970755,0.21581301779294734,Broad mixture,"Beta(5,5)"
48,0.0009009057511774939,0.21671392354412483,Broad mixture,"Beta(5,5)"
49,0.0008701423472486206,0.21758406589137344,Broad mixture,"Beta(5,5)"
50,0.0008409237512593671,0.2184249896426328,Broad mixture,"Beta(5,5)"
51,0.0008131485530736401,0.21923813819570642,Broad mixture,"Beta(5,5)"
52,0.0007867235016468301,0.22002486169735325,Broad mixture,"Beta(5,5)"
53,0.0007615627326649409,0.2207864244300182,Broad mixture,"Beta(5,5)"
54,0.0007375870798108743,0.22152401150982906,Broad mixture,"Beta(5,5)"
55,0.0007147234595147063,0.22223873496934377,Broad mixture,"Beta(5,5)"
56,0.0006929043203998178,0.22293163928974358,Broad mixture,"Beta(5,5)"
57,0.0006720671497970881,0.22360370643954067,Broad mixture,"Beta(5,5)"
58,0.0006521540306912525,0.2242558604702319,Broad mixture,"Beta(5,5)"
59,0.0006331112433157835,0.2248889717135477,Broad mixture,"Beta(5,5)"
60,0.0006148889063451023,0.22550386061989278,Broad mixture,"Beta(5,5)"
61,0.000597440653264468,0.22610130127315725,Broad mixture,"Beta(5,5)"
62,0.0005807233400427217,0.22668202461319997,Broad mixture,"Beta(5,5)"
63,0.0005646967807060915,0.22724672139390606,Broad mixture,"Beta(5,5)"
64,0.0005493235078186737,0.22779604490172473,Broad mixture,"Beta(5,5)"
65,0.0005345685552320669,0.2283306134569568,Broad mixture,"Beta(5,5)"
66,0.0005203992607754217,0.22885101271773223,Broad mixture,"Beta(5,5)"
67,0.0005067850868263464,0.22935779780455856,Broad mixture,"Beta(5,5)"
68,0.0004936974569391871,0.22985149526149776,Broad mixture,"Beta(5,5)"
69,0.00048110960691316324,0.23033260486841092,Broad mixture,"Beta(5,5)"
70,0.0004689964488631905,0.23080160131727412,Broad mixture,"Beta(5,5)"
71,0.0004573344470149699,0.23125893576428908,Broad mixture,"Beta(5,5)"
72,0.00044610150408464167,0.23170503726837371,Broad mixture,"Beta(5,5)"
73,0.00043527685722779684,0.23214031412560152,Broad mixture,"Beta(5,5)"
74,0.00042484098264822115,0.23256515510824974,Broad mixture,"Beta(5,5)"
75,0.000414775508055104,0.23297993061630484,Broad mixture,"Beta(5,5)"
76,0.0004050631322396705,0.23338499374854452,Broad mixture,"Beta(5,5)"
77,0.0003956875511191052,0.23378068129966362,Broad mixture,"Beta(5,5)"
78,0.0003866333896609472,0.23416731468932456,Broad mixture,"Beta(5,5)"
79,0.00037788613916001697,0.23454520082848457,Broad mixture,"Beta(5,5)"
80,0.00036943209939411706,0.23491463292787867,Broad mixture,"Beta(5,5)"
81,0.00036125832522855816,0.23527589125310724,Broad mixture,"Beta(5,5)"
82,0.00035335257728561224,0.23562924383039285,Broad mixture,"Beta(5,5)"
83,0.0003457032763270764,0.23597494710671993,Broad mixture,"Beta(5,5)"
84,0.0003382994610365333,0.23631324656775646,Broad mixture,"Beta(5,5)"
85,0.0003311307489136167,0.23664437731667007,Broad mixture,"Beta(5,5)"
86,0.0003241873000221793,0.23696856461669225,Broad mixture,"Beta(5,5)"
87,0.00031745978335684426,0.2372860244000491,Broad mixture,"Beta(5,5)"
88,0.0003109393456137897,0.2375969637456629,Broad mixture,"Beta(5,5)"
89,0.0003046175821726826,0.23790158132783557,Broad mixture,"Beta(5,5)"
90,0.00029848651011161103,0.23820006783794717,Broad mixture,"Beta(5,5)"
91,0.00029253854309472074,0.2384926063810419,Broad mixture,"Beta(5,5)"
92,0.000286766467985858,0.23877937284902775,Broad mixture,"Beta(5,5)"
93,0.00028116342305345746,0.2390605362720812,Broad mixture,"Beta(5,5)"
94,0.0002757228776448097,0.239336259149726,Broad mixture,"Beta(5,5)"
95,0.00027043861321728323,0.2396066977629433,Broad mixture,"Beta(5,5)"
96,0.0002653047056245456,0.23987200246856785,Broad mixture,"Beta(5,5)"
97,0.0002603155085632932,0.24013231797713114,Broad mixture,"Beta(5,5)"
98,0.00025546563809498556,0.2403877836152261,Broad mixture,"Beta(5,5)"
99,0.0002507499581634567,0.24063853357338957,Broad mixture,"Beta(5,5)"
100,0.0002461635670354962,0.24088469714042507,Broad mixture,"Beta(5,5)"
101,0.00024170178459883264,0.2411263989250239,Broad mixture,"Beta(5,5)"
102,0.00023736014045476833,0.2413637590654787,Broad mixture,"Beta(5,5)"
103,0.00023313436275072884,0.24159689342822943,Broad mixture,"Beta(5,5)"
104,0.00022902036769944291,0.24182591379592888,Broad mixture,"Beta(5,5)"
105,0.00022501424973762947,0.24205092804566652,Broad mixture,"Beta(5,5)"
106,0.0002211122722799146,0.24227204031794644,Broad mixture,"Beta(5,5)"
107,0.0002173108590269351,0.24248935117697337,Broad mixture,"Beta(5,5)"
108,0.00021360658579057235,0.24270295776276393,Broad mixture,"Beta(5,5)"
109,0.00020999617280080142,0.24291295393556472,Broad mixture,"Beta(5,5)"
110,0.00020647647746260987,0.24311943041302733,Broad mixture,"Beta(5,5)"
111,0.0002030444875327613,0.24332247490056008,Broad mixture,"Beta(5,5)"
112,0.00019969731468913958,0.24352217221524922,Broad mixture,"Beta(5,5)"
113,0.00019643218846679606,0.243718604403716,Broad mixture,"Beta(5,5)"
114,0.00019324645053726827,0.24391185085425326,Broad mixture,"Beta(5,5)"
115,0.0001901375493090884,0.24410198840356234,Broad mixture,"Beta(5,5)"
116,0.0001871030348288738,0.24428909143839123,Broad mixture,"Beta(5,5)"
117,0.00018414055396418242,0.2444732319923554,Broad mixture,"Beta(5,5)"
118,0.00018124784585068742,0.2446544798382061,Broad mixture,"Beta(5,5)"
119,0.0001784227375867729,0.24483290257579288,Broad mixture,"Beta(5,5)"
120,0.0001756631401607302,0.2450085657159536,Broad mixture,"Beta(5,5)"
121,0.0001729670445960895,0.24518153276054971,Broad mixture,"Beta(5,5)"
122,0.0001703325183019595,0.24535186527885167,Broad mixture,"Beta(5,5)"
123,0.00016775770161592534,0.2455196229804676,Broad mixture,"Beta(5,5)"
124,0.00016524080452780303,0.2456848637849954,Broad mixture,"Beta(5,5)"
125,0.00016278010357431553,0.24584764388856972,Broad mixture,"Beta(5,5)"
126,0.00016037393889332523,0.24600801782746304,Broad mixture,"Beta(5,5)"
127,0.0001580207114296307,0.24616603853889266,Broad mixture,"Beta(5,5)"
0,0.1927447570217575,0.1927447570217575,"Single Beta(5,5)","Beta(8,2)"
1,0.16267282780339515,0.3554175848251526,"Single Beta(5,5)","Beta(8,2)"
2,0.13956159950056884,0.49497918432572147,"Single Beta(5,5)","Beta(8,2)"
3,0.12134010815458726,0.6163192924803087,"Single Beta(5,5)","Beta(8,2)"
4,0.10667187667033237,0.7229911691506411,"Single Beta(5,5)","Beta(8,2)"
5,0.09465812621800271,0.8176492953686438,"Single Beta(5,5)","Beta(8,2)"
6,0.08467365142178888,0.9023229467904327,"Single Beta(5,5)","Beta(8,2)"
7,0.0762710842543077,0.9785940310447404,"Single Beta(5,5)","Beta(8,2)"
8,0.06912253154623133,1.0477165625909717,"Single Beta(5,5)","Beta(8,2)"
9,0.06298265018208224,1.110699212773054,"Single Beta(5,5)","Beta(8,2)"
10,0.05766453239691097,1.1683637451699649,"Single Beta(5,5)","Beta(8,2)"
11,0.05302351875305183,1.2213872639230168,"Single Beta(5,5)","Beta(8,2)"
12,0.048946068647139865,1.2703333325701567,"Single Beta(5,5)","Beta(8,2)"
13,0.04534194438514228,1.315675276955299,"Single Beta(5,5)","Beta(8,2)"
14,0.04213861793628401,1.357813894891583,"Single Beta(5,5)","Beta(8,2)"
15,0.039277200213313254,1.3970910951048963,"Single Beta(5,5)","Beta(8,2)"
16,0.036709433077651024,1.4338005281825472,"Single Beta(5,5)","Beta(8,2)"
17,0.034395435822219295,1.4681959640047666,"Single Beta(5,5)","Beta(8,2)"
18,0.03230199560142156,1.5004979596061883,"Single Beta(5,5)","Beta(8,2)"
19,0.030401255565019315,1.5308992151712075,"Single Beta(5,5)","Beta(8,2)"
20,0.028669697529400344,1.5595689127006078,"Single Beta(5,5)","Beta(8,2)"
21,0.027087345371483794,1.5866562580720915,"Single Beta(5,5)","Beta(8,2)"
22,0.02563713563987592,1.6122933937119674,"Single Beta(5,5)","Beta(8,2)"
23,0.024304416130757647,1.6365978098427252,"Single Beta(5,5)","Beta(8,2)"
24,0.023076543310063365,1.6596743531527884,"Single Beta(5,5)","Beta(8,2)"
25,0.021942556756861294,1.6816169099096496,"Single Beta(5,5)","Beta(8,2)"
26,0.02089291411122497,1.7025098240208747,"Single Beta(5,5)","Beta(8,2)"
27,0.019919273914294863,1.7224290979351695,"Single Beta(5,5)","Beta(8,2)"
28,0.019014316628303822,1.7414434145634734,"Single Beta(5,5)","Beta(8,2)"
29,0.01817159629830739,1.7596150108617807,"Single Beta(5,5)","Beta(8,2)"
30,0.01738541696115488,1.7770004278229357,"Single Beta(5,5)","Beta(8,2)"
31,0.016650729160236924,1.7936511569831726,"Single Beta(5,5)","Beta(8,2)"
32,0.015963042887047692,1.8096141998702202,"Single Beta(5,5)","Beta(8,2)"
33,0.015318354015249263,1.8249325538854695,"Single Beta(5,5)","Beta(8,2)"
34,0.014713081873014722,1.8396456357584843,"Single Beta(5,5)","Beta(8,2)"
35,0.014144016054251321,1.8537896518127357,"Single Beta(5,5)","Beta(8,2)"
36,0.013608270928068933,1.8673979227408046,"Single Beta(5,5)","Beta(8,2)"
37,0.013103246590570092,1.8805011693313747,"Single Beta(5,5)","Beta(8,2)"
38,0.01262659523017173,1.8931277645615463,"Single Beta(5,5)","Beta(8,2)"
39,0.012176192059856594,1.905303956621403,"Single Beta(5,5)","Beta(8,2)"
40,0.011750110116650883,1.9170540667380538,"Single Beta(5,5)","Beta(8,2)"
41,0.011346598347568092,1.9284006650856218,"Single Beta(5,5)","Beta(8,2)"
42,0.010964062498099897,1.9393647275837218,"Single Beta(5,5)","Beta(8,2)"
43,0.010601048398445933,1.9499657759821678,"Single Beta(5,5)","Beta(8,2)"
44,0.010256227307631637,1.9602220032897995,"Single Beta(5,5)","Beta(8,2)"
45,0.00992838302918682,1.9701503863189862,"Single Beta(5,5)","Beta(8,2)"
46,0.009616400556322754,1.979766786875309,"Single Beta(5,5)","Beta(8,2)"
47,0.009319256041337987,1.989086042916647,"Single Beta(5,5)","Beta(8,2)"
48,0.00903600791458436,1.9981220508312314,"Single Beta(5,5)","Beta(8,2)"
49,0.008765789003988141,2.0068878398352195,"Single Beta(5,5)","Beta(8,2)"
50,0.008507799527573336,2.0153956393627928,"Single Beta(5,5)","Beta(8,2)"
51,0.008261300849553234,2.023656940212346,"Single Beta(5,5)","Beta(8,2)"
52,0.008025609905811904,2.031682550118158,"Single Beta(5,5)","Beta(8,2)"
53,0.007800094217535122,2.0394826443356933,"Single Beta(5,5)","Beta(8,2)"
54,0.007584167422722571,2.0470668117584156,"Single Beta(5,5)","Beta(8,2)"
55,0.007377285264670498,2.054444097023086,"Single Beta(5,5)","Beta(8,2)"
56,0.007178941984486341,2.0616230390075727,"Single Beta(5,5)","Beta(8,2)"
57,0.006988667071536982,2.0686117060791096,"Single Beta(5,5)","Beta(8,2)"
58,0.006806022331585914,2.0754177284106956,"Single Beta(5,5)","Beta(8,2)"
59,0.006630599237421763,2.0820483276481174,"Single Beta(5,5)","Beta(8,2)"
60,0.006462016531130192,2.0885103441792476,"Single Beta(5,5)","Beta(8,2)"
61,0.0062999180509061255,2.094810262230154,"Single Beta(5,5)","Beta(8,2)"
62,0.006143970758574503,2.1009542329887285,"Single Beta(5,5)","Beta(8,2)"
63,0.005993862946791314,2.10694809593552,"Single Beta(5,5)","Beta(8,2)"
64,0.005849302607365962,2.112797398542886,"Single Beta(5,5)","Beta(8,2)"
65,0.005710015944280211,2.118507414487166,"Single Beta(5,5)","Beta(8,2)"
66,0.0055757460168478525,2.124083160504014,"Single Beta(5,5)","Beta(8,2)"
67,0.005446251500089482,2.129529412004103,"Single Beta(5,5)","Beta(8,2)"
68,0.0053213055508367964,2.13485071755494,"Single Beta(5,5)","Beta(8,2)"
69,0.005200694769329385,2.1400514123242695,"Single Beta(5,5)","Beta(8,2)"
70,0.005084218247178015,2.1451356305714477,"Single Beta(5,5)","Beta(8,2)"
71,0.0049716866935416845,2.1501073172649896,"Single Beta(5,5)","Beta(8,2)"
72,0.004862921632220214,2.1549702388972096,"Single Beta(5,5)","Beta(8,2)"
73,0.004757754663133559,2.159727993560343,"Single Beta(5,5)","Beta(8,2)"
74,0.004656026782321981,2.164384020342665,"Single Beta(5,5)","Beta(8,2)"
75,0.004557587755202238,2.1689416080978674,"Single Beta(5,5)","Beta(8,2)"
76,0.0044622955383406375,2.173403903636208,"Single Beta(5,5)","Beta(8,2)"
77,0.0043700157454825425,2.1777739193816905,"Single Beta(5,5)","Beta(8,2)"
78,0.004280621153985138,2.1820545405356757,"Single Beta(5,5)","Beta(8,2)"
79,0.004193991248184338,2.18624853178386,"Single Beta(5,5)","Beta(8,2)"
80,0.004110011796554414,2.1903585435804143,"Single Beta(5,5)","Beta(8,2)"
81,0.004028574459816444,2.194387118040231,"Single Beta(5,5)","Beta(8,2)"
82,0.003949576427429907,2.1983366944676606,"Single Beta(5,5)","Beta(8,2)"
83,0.003872920080120119,2.2022096145477805,"Single Beta(5,5)","Beta(8,2)"
84,0.0037985126763320633,2.2060081272241128,"Single Beta(5,5)","Beta(8,2)"
85,0.0037262660606755334,2.2097343932847884,"Single Beta(5,5)","Beta(8,2)"
86,0.0036560963926134575,2.2133904896774017,"Single Beta(5,5)","Beta(8,2)"
87,0.0035879238937929535,2.2169784135711947,"Single Beta(5,5)","Beta(8,2)"
88,0.0035216726125629266,2.220500086183758,"Single Beta(5,5)","Beta(8,2)"
89,0.0034572702043515896,2.223957356388109,"Single Beta(5,5)","Beta(8,2)"
90,0.0033946477266862634,2.2273520041147954,"Single Beta(5,5)","Beta(8,2)"
91,0.0033337394477462702,2.2306857435625416,"Single Beta(5,5)","Beta(8,2)"
92,0.003274482667435179,2.2339602262299767,"Single Beta(5,5)","Beta(8,2)"
93,0.0032168175500391243,2.237177043780016,"Single Beta(5,5)","Beta(8,2)"
94,0.0031606869676185827,2.2403377307476346,"Single Beta(5,5)","Beta(8,2)"
95,0.0031060363533501048,2.2434437671009846,"Single Beta(5,5)","Beta(8,2)"
96,0.003052813564100658,2.2464965806650854,"Single Beta(5,5)","Beta(8,2)"
97,0.0030009687515706387,2.249497549416656,"Single Beta(5,5)","Beta(8,2)"
98,0.0029504542414016967,2.2524480036580576,"Single Beta(5,5)","Beta(8,2)"
99,0.0029012244196857874,2.2553492280777436,"Single Beta(5,5)","Beta(8,2)"
100,0.002853235626360751,2.2582024637041043,"Single Beta(5,5)","Beta(8,2)"
101,0.0028064460550190073,2.2610089097591235,"Single Beta(5,5)","Beta(8,2)"
102,0.002760815658688197,2.2637697254178115,"Single Beta(5,5)","Beta(8,2)"
103,0.0027163060611783627,2.26648603147899,"Single Beta(5,5)","Beta(8,2)"
104,0.0026728804736252843,2.269158911952615,"Single Beta(5,5)","Beta(8,2)"
105,0.0026305036158781572,2.2717894155684935,"Single Beta(5,5)","Beta(8,2)"
106,0.0025891416424147196,2.274378557210908,"Single Beta(5,5)","Beta(8,2)"
107,0.002548762072487606,2.276927319283396,"Single Beta(5,5)","Beta(8,2)"
108,0.0025093337242240634,2.27943665300762,"Single Beta(5,5)","Beta(8,2)"
109,0.002470826652427772,2.2819074796600476,"Single Beta(5,5)","Beta(8,2)"
110,0.0024332120898424734,2.28434069174989,"Single Beta(5,5)","Beta(8,2)"
111,0.002396462391662188,2.2867371541415524,"Single Beta(5,5)","Beta(8,2)"
112,0.002360550983079678,2.289097705124632,"Single Beta(5,5)","Beta(8,2)"
113,0.0023254523096855224,2.2914231574343176,"Single Beta(5,5)","Beta(8,2)"
114,0.0022911417905437147,2.2937142992248614,"Single Beta(5,5)","Beta(8,2)"
115,0.0022575957737748166,2.2959718949986363,"Single Beta(5,5)","Beta(8,2)"
116,0.002224791494497766,2.2981966864931342,"Single Beta(5,5)","Beta(8,2)"
117,0.002192707034985299,2.3003893935281194,"Single Beta(5,5)","Beta(8,2)"
118,0.0021613212869030065,2.3025507148150224,"Single Beta(5,5)","Beta(8,2)"
119,0.002130613915505129,2.3046813287305277,"Single Beta(5,5)","Beta(8,2)"
120,0.0021005653256736625,2.3067818940562015,"Single Beta(5,5)","Beta(8,2)"
121,0.002071156629690867,2.3088530506858924,"Single Beta(5,5)","Beta(8,2)"
122,0.0020423696166474224,2.31089542030254,"Single Beta(5,5)","Beta(8,2)"
123,0.002014186723388238,2.312909607025928,"Single Beta(5,5)","Beta(8,2)"
124,0.0019865910069085317,2.3148961980328364,"Single Beta(5,5)","Beta(8,2)"
125,0.0019595661181216854,2.316855764150958,"Single Beta(5,5)","Beta(8,2)"
126,0.0019330962769159741,2.318788860427874,"Single Beta(5,5)","Beta(8,2)"
127,0.0019071662484299822,2.3206960266763037,"Single Beta(5,5)","Beta(8,2)"
0,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
1,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
2,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
3,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
4,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
5,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
6,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
7,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
8,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
9,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
10,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
11,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
12,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
13,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
14,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
15,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
16,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
17,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
18,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
19,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
20,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
21,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
22,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
23,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
24,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
25,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
26,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
27,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
28,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
29,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
30,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
31,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
32,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
33,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
34,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
35,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
36,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
37,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
38,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
39,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
40,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
41,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
42,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
43,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
44,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
45,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
46,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
47,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
48,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
49,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
50,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
51,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
52,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
53,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
54,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
55,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
56,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
57,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
58,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
59,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
60,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
61,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
62,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
63,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
64,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
65,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
66,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
67,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
68,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
69,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
70,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
71,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
72,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
73,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
74,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
75,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
76,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
77,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
78,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
79,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
80,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
81,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
82,0.0,0.0,"Single Beta(8,2)","Beta(8,2)"
